Track_Name,Artist,Album,Genre,Release_Year,Streams_Millions,Popularity,Danceability,Energy,Tempo,Duration_ms
Track_790,Taylor Swift,Top Charts,Pop,2019,328.9,88,0.89,0.63,119,284223
Track_791,Justin Bieber,Future Sounds,Rock,2010,178.38,90,0.39,0.85,176,244364
Track_792,Post Malone,Future Sounds,Hip-Hop,2020,830.79,43,0.69,0.49,115,185898
Track_793,Bad Bunny,Top Charts,Latin,2024,683.78,42,0.36,0.33,128,166107
Track_794,The Weeknd,Greatest Hits,EDM,2018,108.88,97,0.44,0.59,134,205451
Track_795,Billie Eilish,Future Sounds,Alternative,2020,809.04,54,0.77,0.51,72,182159
Track_796,Olivia Rodrigo,Golden Era,Latin,2013,341.1,54,0.34,0.68,66,234259
Track_797,The Weeknd,Future Sounds,R&B,2017,164.36,63,0.38,0.77,140,214002
Track_798,Ariana Grande,Future Sounds,Rock,2012,33.72,76,0.34,0.39,169,242037
Track_799,Post Malone,Golden Era,Hip-Hop,2022,312.5,96,0.48,0.4,161,287247
Track_800,Dua Lipa,Future Sounds,R&B,2018,770.23,45,0.55,0.64,170,176739
Track_801,Dua Lipa,Golden Era,Latin,2017,254.86,86,0.56,0.87,91,205798
Track_802,Billie Eilish,Top Charts,Hip-Hop,2024,835.09,100,0.39,0.67,60,229516
Track_803,Drake,Greatest Hits,EDM,2021,692.9,42,0.56,0.56,163,302623
Track_804,Rihanna,Greatest Hits,EDM,2017,220.26,75,0.75,0.75,112,177149
Track_805,The Weeknd,Midnight Vibes,Rock,2013,584.64,45,0.31,0.73,80,304367
Track_806,Post Malone,Top Charts,Alternative,2019,26.85,69,0.58,0.39,150,226262
Track_807,The Weeknd,Midnight Vibes,Alternative,2017,634.99,40,0.82,0.35,174,301076
Track_808,Bad Bunny,Top Charts,Pop,2014,386.18,57,0.72,0.7,133,174302
Track_809,Coldplay,Greatest Hits,R&B,2024,305.45,99,0.33,0.91,146,215417
Track_810,Eminem,Greatest Hits,Pop,2016,332.2,79,0.32,0.54,142,266483
Track_811,Olivia Rodrigo,Greatest Hits,R&B,2021,697.35,48,0.89,0.46,74,290141
Track_812,Post Malone,Top Charts,Latin,2021,192.77,87,0.76,0.51,174,190086
Track_813,BTS,Golden Era,Rock,2010,61.72,62,0.57,0.63,166,152167
Track_814,Post Malone,Top Charts,Alternative,2023,481.91,58,0.57,0.54,146,301724
Track_815,Coldplay,Greatest Hits,Hip-Hop,2024,796.16,45,0.35,0.88,96,140171
Track_816,Taylor Swift,Future Sounds,Rock,2011,628.89,71,0.39,0.43,140,125948
Track_817,Ariana Grande,Golden Era,Alternative,2018,838.89,70,0.51,0.59,142,125631
Track_818,Ariana Grande,Future Sounds,Pop,2010,785.26,54,0.8,0.64,102,227922
Track_819,Dua Lipa,Midnight Vibes,Alternative,2020,709.21,71,0.66,0.75,167,263777
Track_820,Post Malone,Golden Era,Rock,2019,123.1,90,0.48,0.81,89,246941
Track_821,Bad Bunny,Midnight Vibes,Latin,2023,47.35,62,0.47,0.92,139,162150
Track_822,Olivia Rodrigo,Top Charts,Rock,2012,876.02,93,0.72,0.89,161,160235
Track_823,The Weeknd,Future Sounds,Pop,2010,894.43,76,0.38,0.47,83,173780
Track_824,BTS,Greatest Hits,Alternative,2015,880.33,49,0.52,0.65,80,259891
Track_825,Ariana Grande,Greatest Hits,Pop,2016,838.31,89,0.39,0.6,100,160908
Track_826,Drake,Top Charts,R&B,2015,584.28,58,0.58,0.49,180,317698
Track_827,Dua Lipa,Future Sounds,Latin,2019,657.05,99,0.57,0.75,153,245562
Track_828,Eminem,Greatest Hits,Hip-Hop,2020,498.11,59,0.31,0.7,88,236909
Track_829,Bad Bunny,Greatest Hits,Rock,2010,549.3,52,0.65,0.44,179,192856
Track_830,Ed Sheeran,Greatest Hits,Pop,2018,765.26,83,0.7,0.36,125,223395
Track_831,Ed Sheeran,Golden Era,Rock,2019,546.54,100,0.33,0.73,110,158783
Track_832,Olivia Rodrigo,Golden Era,Rock,2016,338.68,58,0.51,0.5,117,267071
Track_833,Taylor Swift,Future Sounds,Alternative,2024,402.58,66,0.78,0.49,163,310841
Track_834,Eminem,Golden Era,Alternative,2024,375.7,93,0.65,0.36,86,199490
Track_835,Post Malone,Top Charts,Rock,2011,840.17,77,0.75,0.36,112,287459
Track_836,Eminem,Midnight Vibes,EDM,2012,502.45,85,0.64,0.89,85,168760
Track_837,Rihanna,Golden Era,Rock,2018,444.07,92,0.8,0.84,98,249525
Track_838,BTS,Golden Era,Hip-Hop,2010,713.14,49,0.46,0.92,166,286870
Track_839,Post Malone,Greatest Hits,Alternative,2020,803.95,66,0.41,0.89,142,184159
Track_840,Drake,Greatest Hits,Latin,2014,446.28,44,0.66,0.54,121,268261
Track_841,Billie Eilish,Midnight Vibes,Alternative,2020,431.06,84,0.79,0.54,153,270801
Track_842,Drake,Midnight Vibes,Hip-Hop,2019,57.37,60,0.58,0.75,105,162810
Track_843,Drake,Midnight Vibes,Rock,2016,574.44,62,0.33,0.49,141,140139
Track_844,BTS,Future Sounds,Latin,2020,169.01,46,0.66,0.41,101,202892
Track_845,Rihanna,Midnight Vibes,Rock,2020,629.68,63,0.36,0.68,165,157674
Track_846,Drake,Future Sounds,R&B,2014,338.85,71,0.55,0.9,80,146848
Track_847,Ed Sheeran,Future Sounds,R&B,2013,749.26,90,0.84,0.7,166,257796
Track_848,Rihanna,Top Charts,Alternative,2018,633.53,91,0.37,0.6,69,150556
Track_849,Rihanna,Future Sounds,Pop,2017,316.65,84,0.52,0.83,173,276670
Track_850,BTS,Midnight Vibes,Hip-Hop,2021,277.69,87,0.79,0.44,169,301991
Track_851,The Weeknd,Future Sounds,Rock,2012,192.81,45,0.55,0.8,74,140377
Track_852,Drake,Golden Era,Latin,2016,43.05,46,0.32,0.73,135,135536
Track_853,Post Malone,Greatest Hits,Rock,2010,64.29,82,0.31,0.36,75,277756
Track_854,Ed Sheeran,Top Charts,Hip-Hop,2012,605.19,41,0.35,0.85,180,192712
Track_855,Dua Lipa,Midnight Vibes,Rock,2012,770.35,89,0.74,0.46,132,137914
Track_856,Taylor Swift,Top Charts,Latin,2010,478.31,85,0.41,0.48,175,317661
Track_857,BTS,Greatest Hits,Alternative,2011,832.19,98,0.6,0.76,106,303011
Track_858,Dua Lipa,Future Sounds,EDM,2020,862.18,51,0.8,0.94,114,176170
Track_859,BTS,Future Sounds,EDM,2011,686.46,60,0.37,0.37,77,249975
Track_860,Coldplay,Midnight Vibes,Alternative,2014,503.63,42,0.35,0.62,109,194347
Track_861,Post Malone,Top Charts,Alternative,2014,619.91,93,0.57,0.66,97,232187
Track_862,Ed Sheeran,Greatest Hits,Latin,2022,430.73,83,0.52,0.31,146,248882
Track_863,Justin Bieber,Greatest Hits,EDM,2017,472.78,83,0.35,0.39,111,302199
Track_864,Dua Lipa,Greatest Hits,Alternative,2024,803.72,50,0.34,0.93,103,172497
Track_865,Dua Lipa,Golden Era,Pop,2013,755.11,86,0.6,0.8,158,272546
Track_866,Dua Lipa,Midnight Vibes,Latin,2022,721.88,100,0.54,0.61,137,226022
Track_867,Post Malone,Top Charts,Rock,2012,692.36,46,0.37,0.62,89,284723
Track_868,The Weeknd,Greatest Hits,Pop,2021,52.3,44,0.6,0.32,82,220304
Track_869,Dua Lipa,Midnight Vibes,Hip-Hop,2014,561.66,46,0.76,0.73,126,249024
Track_870,Coldplay,Golden Era,Hip-Hop,2014,597.57,71,0.6,0.65,163,261696
Track_871,BTS,Greatest Hits,Latin,2010,891.69,96,0.85,0.55,100,218654
Track_872,Post Malone,Golden Era,Pop,2010,163.3,82,0.82,0.5,150,163029
Track_873,Post Malone,Golden Era,Hip-Hop,2014,645.57,71,0.76,0.67,122,293035
Track_874,BTS,Top Charts,R&B,2017,430.94,94,0.39,0.34,93,249680
Track_875,Dua Lipa,Golden Era,R&B,2020,320.72,58,0.49,0.32,65,153606
Track_876,Rihanna,Midnight Vibes,Rock,2022,669.14,41,0.76,0.71,108,145519
Track_877,Billie Eilish,Midnight Vibes,Rock,2016,319.39,82,0.45,0.45,99,275328
Track_878,Taylor Swift,Greatest Hits,Latin,2014,107.45,50,0.31,0.51,118,292429
Track_879,Rihanna,Golden Era,R&B,2018,811.76,57,0.31,0.61,62,202972
Track_880,Billie Eilish,Top Charts,EDM,2015,517.42,91,0.59,0.75,86,208071
Track_881,Post Malone,Top Charts,Latin,2022,602.31,50,0.67,0.54,115,172889
Track_882,Post Malone,Greatest Hits,Latin,2023,484.57,58,0.46,0.49,133,225389
Track_883,Coldplay,Future Sounds,R&B,2021,862.36,85,0.81,0.36,103,191660
Track_884,Taylor Swift,Top Charts,Latin,2018,430.37,53,0.51,0.35,165,199127
Track_885,BTS,Midnight Vibes,EDM,2020,488.25,52,0.55,0.46,125,238811
Track_886,Justin Bieber,Top Charts,Hip-Hop,2024,21.65,85,0.61,0.42,123,175824
Track_887,Justin Bieber,Golden Era,Rock,2024,575.94,91,0.67,0.8,115,268404
Track_888,Olivia Rodrigo,Greatest Hits,R&B,2013,331.03,49,0.44,0.79,157,198715
Track_889,Rihanna,Golden Era,EDM,2015,774.87,98,0.34,0.43,112,189975
Track_890,Rihanna,Midnight Vibes,Alternative,2012,234.52,78,0.44,0.46,79,170309
Track_891,Drake,Future Sounds,Latin,2023,282.93,71,0.64,0.58,142,129700
Track_892,Ed Sheeran,Future Sounds,Rock,2012,31.08,90,0.78,0.73,82,288897
Track_893,Rihanna,Greatest Hits,Alternative,2017,705.1,43,0.82,0.35,137,198113
Track_894,Rihanna,Greatest Hits,EDM,2024,330.27,82,0.83,0.56,167,309853
Track_895,Rihanna,Future Sounds,Hip-Hop,2011,516.02,72,0.86,0.64,166,272153
Track_896,Coldplay,Top Charts,Rock,2017,796.69,55,0.66,0.8,100,206320
Track_897,Rihanna,Top Charts,Alternative,2016,726.23,87,0.44,0.57,78,148000
Track_898,The Weeknd,Future Sounds,Rock,2017,370.5,95,0.65,0.62,107,303400
Track_899,Taylor Swift,Midnight Vibes,R&B,2016,429.99,55,0.88,0.87,179,157987
Track_900,Bad Bunny,Golden Era,Alternative,2015,740.12,41,0.69,0.89,64,313842
Track_901,Justin Bieber,Greatest Hits,Alternative,2024,710.98,55,0.45,0.55,141,303662
Track_902,Bad Bunny,Greatest Hits,R&B,2023,216.56,68,0.53,0.89,110,186986
Track_903,Ariana Grande,Greatest Hits,Latin,2022,215.74,53,0.82,0.4,116,285505
Track_904,Bad Bunny,Golden Era,Latin,2010,250.26,45,0.79,0.91,120,313184
Track_905,Billie Eilish,Midnight Vibes,Alternative,2016,789.7,92,0.36,0.4,93,252732
Track_906,Taylor Swift,Midnight Vibes,EDM,2019,657.66,75,0.74,0.59,63,319747
Track_907,Drake,Future Sounds,Alternative,2017,712.96,48,0.3,0.43,99,202240
Track_908,Dua Lipa,Greatest Hits,Pop,2012,228.4,85,0.88,0.84,157,154103
Track_909,Rihanna,Top Charts,Alternative,2016,714.41,60,0.57,0.87,77,188335
Track_910,The Weeknd,Top Charts,Latin,2015,720.58,52,0.35,0.54,110,218912
Track_911,Rihanna,Top Charts,Hip-Hop,2010,853.56,99,0.64,0.7,89,143324
Track_912,Post Malone,Future Sounds,Rock,2021,767.39,43,0.54,0.58,93,159125
Track_913,Taylor Swift,Midnight Vibes,Hip-Hop,2019,110.03,85,0.62,0.8,178,238936
Track_914,Rihanna,Golden Era,Pop,2013,643.64,52,0.87,0.83,94,195487
Track_915,Olivia Rodrigo,Golden Era,EDM,2012,391.02,53,0.66,0.95,96,310502
Track_916,Justin Bieber,Future Sounds,EDM,2012,370.63,49,0.32,0.93,90,281921
Track_917,Post Malone,Future Sounds,Rock,2019,617.42,69,0.35,0.6,171,204736
Track_918,Olivia Rodrigo,Golden Era,Alternative,2013,643.44,85,0.55,0.69,69,144976
Track_919,BTS,Greatest Hits,Pop,2015,838.3,70,0.84,0.95,180,295843
Track_920,Coldplay,Top Charts,Alternative,2021,729.82,40,0.45,0.7,98,223467
Track_921,Justin Bieber,Midnight Vibes,Hip-Hop,2024,505.81,77,0.41,0.41,123,208913
Track_922,Eminem,Golden Era,Hip-Hop,2011,289.0,73,0.56,0.47,100,131576
Track_923,The Weeknd,Golden Era,Latin,2023,256.5,63,0.86,0.48,172,189000
Track_924,Dua Lipa,Midnight Vibes,R&B,2015,395.02,50,0.49,0.95,157,159653
Track_925,BTS,Golden Era,Pop,2013,138.02,54,0.41,0.61,80,305063
Track_926,Post Malone,Golden Era,Pop,2024,834.85,42,0.56,0.94,131,247192
Track_927,Post Malone,Golden Era,Pop,2023,649.19,49,0.37,0.36,171,194479
Track_928,The Weeknd,Future Sounds,Alternative,2018,741.2,76,0.83,0.68,134,121081
Track_929,BTS,Top Charts,Hip-Hop,2016,828.77,55,0.76,0.74,173,206155
Track_930,Drake,Midnight Vibes,Alternative,2020,114.18,63,0.65,0.92,167,204813
Track_931,The Weeknd,Greatest Hits,Pop,2017,748.48,82,0.59,0.71,94,275767
Track_932,Justin Bieber,Greatest Hits,Rock,2010,592.27,100,0.57,0.92,153,269201
Track_933,The Weeknd,Future Sounds,Latin,2010,722.39,58,0.49,0.34,69,263433
Track_934,Dua Lipa,Golden Era,Pop,2016,233.37,55,0.88,0.86,71,125377
Track_935,Rihanna,Future Sounds,Hip-Hop,2016,702.65,58,0.69,0.92,79,151615
Track_936,Ariana Grande,Golden Era,Latin,2016,663.62,98,0.49,0.75,76,214121
Track_937,Justin Bieber,Greatest Hits,Latin,2015,463.82,71,0.57,0.55,94,267602
Track_938,Dua Lipa,Golden Era,Pop,2022,383.17,63,0.67,0.58,114,144365
Track_939,Drake,Top Charts,Rock,2017,610.41,81,0.71,0.4,123,258222
Track_940,Justin Bieber,Top Charts,Pop,2014,424.06,45,0.84,0.61,79,153499
Track_941,Justin Bieber,Midnight Vibes,Latin,2013,473.17,58,0.64,0.66,177,131821
Track_942,BTS,Greatest Hits,R&B,2016,374.65,69,0.7,0.67,92,213181
Track_943,Ariana Grande,Top Charts,Pop,2022,455.58,47,0.74,0.6,160,167764
Track_944,Rihanna,Golden Era,Pop,2011,377.55,85,0.48,0.68,118,318535
Track_945,Justin Bieber,Golden Era,R&B,2022,242.24,98,0.82,0.42,83,140505
Track_946,Olivia Rodrigo,Top Charts,Rock,2023,607.7,67,0.62,0.3,74,123487
Track_947,The Weeknd,Golden Era,EDM,2021,367.56,82,0.88,0.69,122,199377
Track_948,Dua Lipa,Top Charts,Rock,2021,608.05,84,0.71,0.82,71,152791
Track_949,The Weeknd,Greatest Hits,Hip-Hop,2011,735.29,84,0.88,0.86,86,246121
Track_950,Justin Bieber,Future Sounds,Alternative,2013,395.03,80,0.81,0.65,71,198883
Track_951,Coldplay,Golden Era,Hip-Hop,2017,382.58,47,0.4,0.4,149,236723
Track_952,Post Malone,Golden Era,Pop,2023,407.32,55,0.42,0.67,166,222690
Track_953,Drake,Midnight Vibes,Pop,2011,569.22,85,0.56,0.57,123,313220
Track_954,Dua Lipa,Top Charts,Alternative,2018,899.13,42,0.59,0.62,135,309953
Track_955,Dua Lipa,Golden Era,Hip-Hop,2021,59.33,41,0.55,0.51,68,190214
Track_956,Eminem,Golden Era,EDM,2011,447.84,100,0.69,0.59,115,125454
Track_957,The Weeknd,Midnight Vibes,Alternative,2013,424.97,68,0.44,0.44,176,299561
Track_958,Bad Bunny,Top Charts,Latin,2023,645.1,69,0.38,0.49,151,222333
Track_959,Billie Eilish,Midnight Vibes,Latin,2017,720.78,94,0.4,0.43,148,316412
Track_960,Taylor Swift,Golden Era,Hip-Hop,2012,183.54,78,0.6,0.82,180,249427
Track_961,Ariana Grande,Future Sounds,Hip-Hop,2018,47.11,41,0.52,0.47,146,161577
Track_962,The Weeknd,Top Charts,Pop,2022,61.98,67,0.37,0.45,131,178745
Track_963,Post Malone,Midnight Vibes,Rock,2022,322.94,42,0.76,0.66,174,159630
Track_964,Rihanna,Top Charts,R&B,2020,98.21,43,0.86,0.58,118,318119
Track_965,Taylor Swift,Greatest Hits,Latin,2019,550.64,94,0.87,0.84,65,252987
Track_966,Taylor Swift,Future Sounds,Alternative,2011,784.43,98,0.52,0.77,150,235741
Track_967,Coldplay,Top Charts,EDM,2021,784.09,49,0.69,0.52,77,152239
Track_968,Rihanna,Future Sounds,EDM,2016,693.45,40,0.45,0.83,103,195171
Track_969,BTS,Future Sounds,Pop,2014,338.33,88,0.55,0.71,91,159743
Track_970,Coldplay,Top Charts,EDM,2022,209.22,91,0.56,0.9,174,240259
Track_971,Rihanna,Top Charts,Latin,2020,328.79,41,0.57,0.8,151,255619
Track_972,Taylor Swift,Greatest Hits,Rock,2015,364.48,89,0.4,0.34,157,129723
Track_973,Justin Bieber,Future Sounds,R&B,2010,880.07,85,0.78,0.87,97,229918
Track_974,Billie Eilish,Top Charts,Latin,2014,650.79,60,0.85,0.31,95,258357
Track_975,Dua Lipa,Future Sounds,Alternative,2016,404.34,53,0.83,0.71,139,290927
Track_976,Post Malone,Midnight Vibes,Latin,2022,585.64,89,0.42,0.5,64,260884
Track_977,Bad Bunny,Golden Era,Alternative,2021,667.35,48,0.61,0.65,87,144332
Track_978,BTS,Top Charts,Rock,2018,309.93,80,0.4,0.32,161,261540
Track_979,Dua Lipa,Midnight Vibes,Hip-Hop,2023,697.87,86,0.55,0.63,153,135714
Track_980,Rihanna,Midnight Vibes,Rock,2020,459.21,47,0.33,0.72,75,237633
Track_981,Ariana Grande,Top Charts,Alternative,2010,410.57,55,0.78,0.94,132,307340
Track_982,Eminem,Top Charts,Latin,2019,214.28,59,0.47,0.81,151,270147
Track_983,Justin Bieber,Future Sounds,Alternative,2016,470.1,55,0.36,0.64,84,214704
Track_984,Post Malone,Greatest Hits,Hip-Hop,2021,385.99,66,0.35,0.34,173,154095
Track_985,Post Malone,Future Sounds,EDM,2011,335.52,73,0.54,0.66,159,223489
Track_986,Rihanna,Midnight Vibes,R&B,2017,574.63,68,0.71,0.92,153,229293
Track_987,Rihanna,Future Sounds,Hip-Hop,2018,118.78,85,0.57,0.93,125,258711
Track_988,Taylor Swift,Future Sounds,EDM,2017,34.18,50,0.87,0.54,75,277705
Track_989,Rihanna,Golden Era,Pop,2011,335.78,58,0.32,0.4,107,199934
Track_990,Bad Bunny,Midnight Vibes,Rock,2017,30.04,49,0.39,0.68,66,199996
Track_991,Eminem,Midnight Vibes,Hip-Hop,2012,738.12,71,0.3,0.66,68,131713
Track_992,Billie Eilish,Golden Era,R&B,2014,511.36,97,0.5,0.55,166,308752
Track_993,Rihanna,Top Charts,Hip-Hop,2022,128.98,80,0.58,0.59,117,159054
Track_994,Rihanna,Midnight Vibes,Pop,2022,564.17,79,0.55,0.45,110,208866
Track_995,BTS,Greatest Hits,Alternative,2024,401.57,57,0.69,0.86,150,126502
Track_996,Dua Lipa,Midnight Vibes,R&B,2020,115.78,75,0.35,0.92,129,271219
Track_997,Coldplay,Greatest Hits,R&B,2018,174.51,70,0.6,0.31,144,259423
Track_998,The Weeknd,Greatest Hits,Rock,2022,189.2,93,0.72,0.88,116,142189
Track_999,Coldplay,Top Charts,R&B,2015,364.61,42,0.59,0.91,103,234561
Track_1000,The Weeknd,Golden Era,Pop,2023,477.47,64,0.45,0.37,72,262024
Track_1001,The Weeknd,Midnight Vibes,Hip-Hop,2012,233.72,45,0.39,0.92,146,164352
Track_1002,Drake,Top Charts,Rock,2012,29.32,43,0.48,0.36,78,228219
Track_1003,Eminem,Midnight Vibes,Rock,2016,847.71,97,0.37,0.43,156,276501
Track_1004,Dua Lipa,Future Sounds,EDM,2018,678.39,64,0.87,0.48,100,241850
Track_1005,BTS,Golden Era,Pop,2017,30.87,80,0.44,0.88,94,265247
Track_1006,Dua Lipa,Greatest Hits,Hip-Hop,2022,501.46,90,0.38,0.67,117,141996
Track_1007,Rihanna,Top Charts,Hip-Hop,2022,871.28,63,0.62,0.41,91,260911
Track_1008,Billie Eilish,Top Charts,EDM,2010,5.9,69,0.88,0.7,143,163878
Track_1009,Drake,Greatest Hits,EDM,2014,540.09,93,0.71,0.95,167,285729
Track_1010,Ed Sheeran,Top Charts,Latin,2018,256.77,50,0.74,0.67,98,143518
Track_1011,Billie Eilish,Greatest Hits,Latin,2012,653.94,57,0.83,0.44,124,203441
Track_1012,Eminem,Midnight Vibes,Alternative,2014,881.78,85,0.57,0.46,101,209556
Track_1013,Ed Sheeran,Golden Era,R&B,2015,19.21,84,0.38,0.9,137,244919
Track_1014,Drake,Greatest Hits,Alternative,2012,374.78,97,0.72,0.62,110,261067
Track_1015,Taylor Swift,Greatest Hits,R&B,2010,803.85,92,0.7,0.74,105,218664
Track_1016,Rihanna,Top Charts,Rock,2016,163.58,89,0.79,0.94,75,241292
Track_1017,Bad Bunny,Future Sounds,EDM,2010,203.26,41,0.76,0.74,150,213800
Track_1018,Ed Sheeran,Greatest Hits,Latin,2019,564.59,91,0.73,0.45,123,215158
Track_1019,Drake,Midnight Vibes,EDM,2024,635.12,78,0.43,0.43,165,287362
Track_1020,Billie Eilish,Greatest Hits,Latin,2014,514.35,71,0.4,0.43,154,268296
Track_1021,Justin Bieber,Top Charts,R&B,2012,63.5,48,0.75,0.38,179,269396
Track_1022,Rihanna,Future Sounds,R&B,2021,705.12,52,0.81,0.32,148,297664
Track_1023,BTS,Top Charts,Rock,2020,506.3,69,0.3,0.58,146,290401
Track_1024,Drake,Midnight Vibes,EDM,2023,895.62,57,0.37,0.64,123,214757
Track_1025,BTS,Greatest Hits,Alternative,2013,47.03,98,0.55,0.59,60,222723
Track_1026,Ed Sheeran,Midnight Vibes,Pop,2024,516.78,41,0.89,0.45,148,231101
Track_1027,Taylor Swift,Future Sounds,Hip-Hop,2012,299.66,44,0.68,0.36,121,233232
Track_1028,Coldplay,Greatest Hits,R&B,2022,565.54,61,0.8,0.46,120,182484
Track_1029,Bad Bunny,Greatest Hits,Latin,2015,470.11,55,0.87,0.8,139,234957
Track_1030,Coldplay,Greatest Hits,Alternative,2017,523.15,45,0.88,0.9,108,202124
Track_1031,Eminem,Greatest Hits,Latin,2012,60.49,91,0.57,0.5,140,233204
Track_1032,Taylor Swift,Greatest Hits,Alternative,2010,505.54,58,0.81,0.56,139,317122
Track_1033,Billie Eilish,Future Sounds,Latin,2019,709.79,79,0.31,0.55,161,232225
Track_1034,Eminem,Top Charts,R&B,2011,308.96,100,0.71,0.32,126,206034
Track_1035,Dua Lipa,Future Sounds,Pop,2011,16.0,85,0.34,0.81,84,270264
Track_1036,The Weeknd,Top Charts,Rock,2015,381.8,86,0.67,0.42,77,131552
Track_1037,Drake,Future Sounds,Rock,2019,395.08,81,0.75,0.5,173,261857
Track_1038,Coldplay,Future Sounds,Hip-Hop,2017,281.26,61,0.47,0.93,126,273731
Track_1039,Justin Bieber,Future Sounds,Pop,2013,458.86,93,0.64,0.34,104,171224
Track_1040,Ed Sheeran,Future Sounds,Latin,2011,310.69,82,0.59,0.75,119,277224
Track_1041,Olivia Rodrigo,Midnight Vibes,Latin,2019,511.66,61,0.67,0.57,80,147485
Track_1042,Post Malone,Greatest Hits,EDM,2013,828.36,80,0.43,0.45,139,175872
Track_1043,Ed Sheeran,Golden Era,Alternative,2022,857.57,61,0.78,0.54,111,168298
Track_1044,Rihanna,Greatest Hits,Rock,2010,70.99,41,0.63,0.39,116,170961
Track_1045,Justin Bieber,Top Charts,Latin,2015,44.29,41,0.42,0.48,88,188681
Track_1046,Olivia Rodrigo,Future Sounds,Rock,2023,501.28,51,0.42,0.41,93,146526
Track_1047,Drake,Future Sounds,EDM,2020,709.74,47,0.5,0.44,118,182953
Track_1048,Bad Bunny,Midnight Vibes,Alternative,2012,847.34,91,0.9,0.87,172,306369
Track_1049,Taylor Swift,Greatest Hits,Hip-Hop,2024,832.12,90,0.41,0.65,148,218108
Track_1050,Bad Bunny,Top Charts,EDM,2020,223.87,42,0.76,0.68,169,260369
Track_1051,Ariana Grande,Future Sounds,Rock,2013,52.67,90,0.47,0.38,125,273113
Track_1052,Eminem,Golden Era,Hip-Hop,2021,77.86,70,0.77,0.7,81,253330
Track_1053,Billie Eilish,Top Charts,Rock,2017,469.41,51,0.49,0.54,148,246693
Track_1054,Olivia Rodrigo,Golden Era,EDM,2014,525.16,80,0.85,0.68,64,174316
Track_1055,Ed Sheeran,Future Sounds,EDM,2023,214.77,53,0.48,0.88,133,161211
Track_1056,Eminem,Midnight Vibes,Rock,2018,80.86,88,0.35,0.59,105,180339
Track_1057,Dua Lipa,Greatest Hits,EDM,2018,560.91,67,0.57,0.58,107,250427
Track_1058,Bad Bunny,Midnight Vibes,EDM,2010,165.71,54,0.46,0.35,175,141605
Track_1059,Ariana Grande,Top Charts,R&B,2018,581.07,90,0.47,0.45,75,138703
Track_1060,Bad Bunny,Greatest Hits,R&B,2013,303.71,83,0.5,0.5,164,299185
Track_1061,Rihanna,Midnight Vibes,Hip-Hop,2021,545.61,48,0.9,0.79,154,262377
Track_1062,Eminem,Midnight Vibes,Pop,2022,273.03,92,0.51,0.95,111,272031
Track_1063,Coldplay,Greatest Hits,EDM,2020,463.82,88,0.87,0.86,89,179487
Track_1064,Olivia Rodrigo,Future Sounds,EDM,2013,466.66,90,0.63,0.6,164,240953
Track_1065,Bad Bunny,Greatest Hits,Rock,2023,173.12,89,0.87,0.57,116,237957
Track_1066,Rihanna,Top Charts,Pop,2015,129.36,95,0.38,0.91,61,251019
Track_1067,Coldplay,Midnight Vibes,Rock,2013,380.14,83,0.75,0.8,148,260929
Track_1068,Ariana Grande,Midnight Vibes,R&B,2010,512.98,42,0.85,0.4,102,268947
Track_1069,Justin Bieber,Top Charts,R&B,2019,780.92,64,0.42,0.55,128,221301
Track_1070,Ed Sheeran,Golden Era,Pop,2015,514.72,68,0.68,0.5,81,147345
Track_1071,Justin Bieber,Top Charts,Hip-Hop,2010,744.69,78,0.59,0.42,68,221159
Track_1072,Ariana Grande,Future Sounds,Hip-Hop,2014,595.32,44,0.57,0.54,61,165043
Track_1073,Bad Bunny,Golden Era,EDM,2012,890.69,48,0.62,0.61,68,221972
Track_1074,Eminem,Future Sounds,Hip-Hop,2023,189.08,67,0.79,0.73,80,278258
Track_1075,Dua Lipa,Midnight Vibes,R&B,2013,454.72,83,0.58,0.43,78,236845
Track_1076,Taylor Swift,Golden Era,R&B,2022,225.92,61,0.85,0.87,118,241292
Track_1077,Dua Lipa,Greatest Hits,Alternative,2011,262.68,96,0.85,0.53,167,306554
Track_1078,Coldplay,Midnight Vibes,EDM,2019,741.97,94,0.41,0.46,175,281935
Track_1079,Olivia Rodrigo,Golden Era,EDM,2016,820.2,51,0.72,0.36,149,131446
Track_1080,Ed Sheeran,Future Sounds,Rock,2024,567.13,58,0.7,0.34,152,309375
Track_1081,Eminem,Future Sounds,EDM,2016,893.19,75,0.37,0.54,156,147583
Track_1082,BTS,Midnight Vibes,EDM,2017,152.53,53,0.6,0.6,69,287475
Track_1083,Olivia Rodrigo,Golden Era,EDM,2015,672.63,94,0.42,0.32,92,150063
Track_1084,Olivia Rodrigo,Future Sounds,Rock,2020,675.07,71,0.58,0.35,144,183515
Track_1085,Olivia Rodrigo,Golden Era,Hip-Hop,2017,739.28,93,0.4,0.85,137,146349
Track_1086,The Weeknd,Midnight Vibes,Pop,2018,668.59,50,0.35,0.8,146,191631
Track_1087,The Weeknd,Golden Era,Rock,2012,198.92,42,0.84,0.65,116,302646
Track_1088,Drake,Top Charts,Alternative,2020,646.19,97,0.36,0.75,116,133740
Track_1089,Dua Lipa,Greatest Hits,Pop,2022,342.77,52,0.86,0.54,90,172425
Track_1090,Taylor Swift,Greatest Hits,EDM,2010,890.42,61,0.79,0.74,68,177820
Track_1091,Eminem,Greatest Hits,Latin,2023,748.25,50,0.73,0.33,125,148228
